id,factory_id,date,product1,product2,product3
1,1,2/9/2022,9866,4489,56
2,2,28/12/2022,6853,3255,96
3,1,10/10/2022,7125,4091,19
4,1,31/3/2022,2702,1170,97
5,1,5/10/2022,8152,3654,87
6,1,19/8/2022,8756,3060,3
7,1,18/12/2022,4273,3884,80
8,2,5/1/2022,6512,1569,81
9,2,22/8/2022,2223,3166,82
10,1,12/4/2022,1037,770,96
11,1,,,,45
12,2,13/2/2022,2270,1181,36
13,2,23/12/2022,6819,3596,81
14,1,15/8/2022,2420,4669,6
15,2,18/2/2022,4533,512,4
16,1,16/1/2022,9594,3737,77
17,2,10/6/2022,1187,3725,1
18,1,1/9/2022,5439,1581,46
19,2,19/11/2022,1107,1499,29
20,2,28/8/2022,3782,1206,75
21,2,21/7/2022,1562,3971,32
22,1,16/7/2022,6284,4598,54
23,2,17/12/2022,4283,4204,58
24,1,20/5/2022,6665,4933,68
25,2,6/5/2022,2270,2586,26
26,2,24/12/2022,8680,4308,19
27,1,8/5/2022,2897,2481,4
28,2,23/9/2022,8259,1102,60
29,1,23/9/2022,2984,4778,100
30,2,5/10/2022,9181,4417,91
31,1,,,,37
32,2,15/1/2022,9736,1035,4
33,2,28/10/2022,6865,2624,2
34,1,31/7/2022,3212,4137,93
35,1,12/2/2022,1586,4282,32
36,2,26/4/2022,3817,4227,68
37,2,12/2/2022,6161,2160,23
38,1,14/1/2022,2715,674,18
39,1,,,,20
40,1,9/6/2022,2754,3979,26
41,1,23/7/2022,1433,1152,40
42,2,17/10/2022,9186,3526,54
43,1,8/5/2022,4628,2914,40
44,2,24/3/2022,1186,767,39
45,2,20/7/2022,1233,1209,81
46,2,11/5/2022,8696,3091,76
47,1,8/5/2022,9494,1999,9
48,1,20/9/2022,3192,914,10
49,1,,,,88
50,1,21/12/2022,6818,4167,84
51,2,20/9/2022,4455,2558,79
52,2,2/4/2022,4362,1322,99
53,2,20/6/2022,4632,624,16
54,1,25/8/2022,7675,1202,6
55,2,14/7/2022,6943,3828,71
56,1,15/2/2022,5063,2517,42
57,2,29/5/2022,5381,853,61
58,2,22/12/2022,5848,3435,66
59,2,3/2/2022,1433,3763,81
60,1,19/10/2022,5713,2167,60
61,2,26/2/2022,6060,1216,69
62,2,16/9/2022,2231,1573,90
63,1,3/4/2022,4012,1072,27
64,2,27/7/2022,4994,579,28
65,1,26/6/2022,9423,1938,23
66,1,11/9/2022,1370,1319,91
67,1,28/11/2022,8132,2761,9
68,2,8/1/2022,5336,2381,50
69,2,2/2/2022,8521,2064,82
70,1,30/5/2022,1753,557,23
71,1,17/10/2022,6831,1506,23
72,2,26/6/2022,6836,4851,91
73,1,22/7/2022,1647,3768,21
74,2,2/5/2022,4243,3044,31
75,1,13/1/2022,8775,2866,83
76,2,25/6/2022,6177,781,88
77,1,24/4/2022,9239,4046,68
78,2,29/9/2022,1671,2598,73
79,2,31/1/2022,6707,3042,47
80,1,4/4/2022,4801,2420,47
81,1,7/4/2022,3932,1844,61
82,2,5/1/2022,5765,1830,58
83,1,15/6/2022,8062,4368,86
84,2,26/10/2022,9764,3259,82
85,2,13/11/2022,6596,4839,44
86,2,28/12/2022,2704,2107,22
87,1,1/9/2022,6158,2231,36
88,2,20/4/2022,7734,4120,11
89,2,1/2/2022,8411,4981,20
90,2,27/9/2022,3912,2679,39
91,1,11/5/2022,4986,2046,27
92,1,7/8/2022,7885,1932,46
93,1,2/4/2022,2535,4876,41
94,1,10/3/2022,1932,4234,42
95,1,,,,68
96,1,20/5/2022,9470,4346,1
97,2,4/7/2022,1525,547,14
98,2,7/9/2022,1597,3704,87
99,1,23/4/2022,8108,4323,88
100,1,20/10/2022,2685,4038,81
101,1,13/10/2022,6259,3567,50
102,1,14/8/2022,3036,712,1
103,2,10/11/2022,7002,2436,12
104,2,7/7/2022,4419,3834,42
105,2,7/7/2022,9635,2503,63
106,2,14/6/2022,9099,1925,85
107,1,12/2/2022,1107,2406,57
108,1,,,,17
109,1,8/9/2022,9527,2754,33
110,1,5/5/2022,2574,1332,58
111,1,,,,49
112,2,8/2/2022,1865,4800,69
113,2,1/9/2022,6199,2687,26
114,2,18/5/2022,2052,4037,70
115,1,29/3/2022,4177,2237,23
116,1,29/6/2022,4879,2990,74
117,2,10/10/2022,7521,2871,49
118,2,15/2/2022,9226,3014,51
119,1,26/5/2022,4711,1628,44
120,2,25/9/2022,3683,2321,37
121,1,5/3/2022,3326,973,97
122,2,12/10/2022,2966,1803,8
123,1,8/1/2022,3413,3515,67
124,1,25/6/2022,5117,2334,27
125,2,15/10/2022,2943,914,31
126,1,,,,28
127,2,1/10/2022,6281,1371,90
128,1,20/4/2022,9159,991,51
129,1,30/6/2022,5197,3538,32
130,2,5/3/2022,3419,4019,52
131,2,31/5/2022,8575,2727,36
132,2,,,,31
133,1,8/6/2022,7760,3210,9
134,2,13/11/2022,8200,3499,88
135,2,,,,45
136,1,5/10/2022,8479,1551,29
137,2,,,,98
138,2,6/6/2022,3355,4539,84
139,2,22/8/2022,7185,3711,41
140,1,22/12/2022,2451,4989,99
141,1,16/2/2022,1750,3371,28
142,2,19/8/2022,3329,2656,15
143,2,28/7/2022,4014,4373,18
144,2,,,,50
145,1,11/7/2022,6948,622,77
146,2,27/8/2022,6389,2265,39
147,1,5/6/2022,4954,1565,5
148,1,27/6/2022,7307,4304,90
149,2,10/3/2022,5081,3140,20
150,1,22/9/2022,3324,1610,44
151,2,3/11/2022,8343,2304,99
152,2,2/7/2022,1296,4925,51
153,2,1/12/2022,4147,1817,100
154,2,1/7/2022,7012,3808,77
155,2,9/6/2022,5689,1448,96
156,1,7/12/2022,2746,839,44
157,2,2/6/2022,5815,3231,52
158,1,14/7/2022,7218,2199,90
159,1,20/8/2022,5330,4567,67
160,1,31/3/2022,7511,4702,73
161,2,1/10/2022,2932,3796,33
162,1,26/2/2022,4372,771,84
163,2,9/11/2022,1046,3524,19
164,1,22/6/2022,3424,617,9
165,1,14/1/2022,9974,4452,91
166,2,14/10/2022,4688,986,68
167,1,26/2/2022,3417,3510,67
168,2,17/8/2022,2037,4254,91
169,2,20/12/2022,4888,4584,42
170,1,,,,7
171,2,21/6/2022,4134,2298,94
172,1,1/6/2022,4035,3410,43
173,1,21/8/2022,4448,1660,16
174,1,19/8/2022,2163,3946,15
175,1,5/3/2022,6685,3409,52
176,1,11/8/2022,3923,1663,4
177,2,23/7/2022,5010,1467,38
178,1,,,,63
179,1,5/6/2022,2042,3737,23
180,2,7/2/2022,4791,4621,15
181,2,12/5/2022,4490,1715,50
182,2,13/3/2022,3819,1069,67
183,1,23/7/2022,9897,2001,1
184,1,23/4/2022,6350,1933,16
185,2,5/1/2022,9596,2394,57
186,1,7/12/2022,4438,4180,52
187,1,4/11/2022,8229,696,42
188,1,8/4/2022,4608,1658,40
189,1,30/1/2022,3239,1172,35
190,2,4/4/2022,7820,4091,98
191,2,2/4/2022,4227,603,33
192,2,10/1/2022,3498,2974,65
193,1,29/9/2022,5878,1258,75
194,1,1/12/2022,7609,3902,99
195,2,31/5/2022,8947,2683,48
196,1,18/5/2022,9237,1250,48
197,1,22/4/2022,3638,2827,33
198,2,9/2/2022,5775,1706,99
199,1,15/12/2022,3673,4066,52
200,2,19/4/2022,8079,4627,46
201,1,2/8/2022,5990,1634,29
202,2,27/9/2022,8534,713,90
203,2,24/4/2022,2046,1054,79
204,2,13/12/2022,7859,947,87
205,2,12/10/2022,6026,2104,18
206,1,8/7/2022,8636,2792,34
207,2,26/4/2022,7294,3003,23
208,2,9/3/2022,1040,836,78
209,2,23/4/2022,2577,4068,72
210,2,7/7/2022,5402,1042,24
211,1,20/12/2022,3685,4130,96
212,2,14/7/2022,2019,4927,7
213,1,14/12/2022,5202,2320,69
214,1,28/11/2022,8225,3905,9
215,1,27/2/2022,9819,1134,73
216,2,,,,14
217,1,13/11/2022,6476,3394,20
218,2,13/6/2022,4075,2910,28
219,1,,,,40
220,2,23/6/2022,4648,4376,57
221,1,2/1/2022,6513,1432,74
222,2,30/5/2022,4729,636,91
223,2,30/12/2022,1036,2353,95
224,1,15/2/2022,3196,4243,100
225,1,,,,3
226,1,10/5/2022,6918,3208,74
227,2,8/3/2022,2368,725,58
228,1,21/1/2022,5001,3299,76
229,1,11/4/2022,7882,3266,44
230,2,13/7/2022,6000,3488,89
231,2,,,,9
232,2,4/8/2022,9860,3953,81
233,2,27/2/2022,6706,3133,85
234,2,4/6/2022,1852,3237,48
235,1,11/10/2022,5936,4659,97
236,2,27/3/2022,3574,3013,85
237,1,16/9/2022,2966,4295,44
238,2,28/3/2022,5671,4362,60
239,1,30/7/2022,9624,3789,14
240,1,10/9/2022,6593,2341,61
241,2,25/1/2022,6764,2044,94
242,1,19/10/2022,5222,3731,76
243,1,1/12/2022,1175,978,12
244,1,25/4/2022,3712,1550,46
245,2,17/2/2022,7184,3689,39
246,2,,,,72
247,2,22/4/2022,6254,4916,67
248,1,20/12/2022,3871,3872,20
249,2,3/3/2022,4655,2897,41
250,2,15/11/2022,5448,1703,96
251,1,25/3/2022,6700,3507,17
252,1,7/12/2022,7482,667,92
253,2,9/8/2022,6963,2086,36
254,1,11/1/2022,8932,2150,98
255,1,21/2/2022,3482,2341,69
256,2,25/9/2022,5125,1591,25
257,2,21/10/2022,2009,2104,92
258,2,3/6/2022,9153,1721,36
259,1,9/10/2022,6787,1776,28
260,2,1/5/2022,3964,2535,39
261,2,3/1/2022,6009,2159,48
262,1,4/7/2022,3591,2380,25
263,2,9/3/2022,1496,3943,72
264,2,2/7/2022,9791,2333,34
265,2,11/5/2022,3138,1487,48
266,1,2/4/2022,8143,4105,13
267,2,27/7/2022,8876,3771,93
268,1,8/1/2022,6528,4576,73
269,2,3/10/2022,9472,4974,6
270,2,26/9/2022,5983,2815,62
271,2,7/1/2022,8431,2984,7
272,1,29/1/2022,3352,2380,77
273,1,12/7/2022,3474,1551,7
274,2,,,,66
275,1,12/5/2022,2303,3980,47
276,1,28/11/2022,5184,2682,23
277,2,21/7/2022,1839,1287,26
278,2,27/4/2022,1766,3823,77
279,1,15/11/2022,7799,1544,41
280,2,19/5/2022,9369,2325,84
281,1,25/8/2022,4780,2440,99
282,1,20/3/2022,4329,2330,38
283,2,22/3/2022,4774,4191,89
284,1,16/4/2022,1462,1745,46
285,2,21/9/2022,5424,1861,66
286,2,8/12/2022,5178,2833,24
287,2,30/6/2022,6968,1904,49
288,1,6/6/2022,3607,1429,10
289,1,10/11/2022,8078,1065,64
290,1,7/11/2022,4648,4884,82
291,1,10/12/2022,5277,1784,58
292,1,25/2/2022,5483,3238,25
293,1,9/4/2022,8626,1118,22
294,1,28/4/2022,2484,1856,89
295,1,13/12/2022,7803,2797,9
296,1,30/11/2022,6938,3070,14
297,1,8/11/2022,7539,1230,90
298,2,13/2/2022,3386,3264,91
299,1,30/7/2022,5272,1343,47
300,2,30/11/2022,4795,4883,23
301,2,26/10/2022,6745,1255,55
302,1,,,,97
303,1,6/6/2022,1154,3435,4
304,2,6/1/2022,9194,2065,25
305,2,28/12/2022,2888,3407,80
306,1,8/7/2022,6351,844,42
307,2,5/8/2022,9169,2736,29
308,1,18/3/2022,3496,4000,62
309,2,1/3/2022,1644,1062,15
310,1,2/11/2022,2573,3327,41
311,1,22/3/2022,3046,2316,32
312,2,19/1/2022,5092,2038,40
313,1,10/2/2022,4360,1469,63
314,1,17/10/2022,8157,2694,37
315,1,31/8/2022,6621,3724,24
316,2,5/5/2022,3840,3897,96
317,2,6/2/2022,5339,1474,89
318,2,30/7/2022,3593,1461,30
319,1,21/4/2022,6989,1614,4
320,2,15/6/2022,9927,4391,24
321,1,2/11/2022,1179,968,93
322,1,29/1/2022,2605,2339,21
323,1,23/9/2022,7198,3810,38
324,1,22/8/2022,2930,2918,51
325,1,22/8/2022,6890,4141,77
326,2,13/7/2022,8542,4481,11
327,1,9/4/2022,7530,2905,12
328,1,14/4/2022,7854,4437,19
329,1,6/12/2022,2904,1326,20
330,1,5/12/2022,4034,2756,71
331,1,18/1/2022,9333,2741,61
332,1,30/10/2022,4726,4971,76
333,1,10/5/2022,6436,4037,15
334,2,11/2/2022,2732,4811,50
335,2,25/11/2022,2234,612,80
336,2,16/10/2022,5230,896,15
337,1,8/11/2022,3809,4102,21
338,2,20/11/2022,9592,1563,74
339,2,20/4/2022,2227,2067,79
340,2,5/10/2022,9547,967,5
341,1,24/1/2022,6362,1917,4
342,2,7/6/2022,6025,667,80
343,2,13/4/2022,3123,1966,20
344,2,19/11/2022,9378,2316,31
345,1,30/10/2022,7361,2263,25
346,1,17/4/2022,2151,3742,12
347,2,26/3/2022,1397,4981,29
348,1,2/4/2022,8888,2384,41
349,1,4/2/2022,8137,2669,38
350,1,19/9/2022,9977,1388,49
351,2,26/8/2022,2358,2010,82
352,1,12/3/2022,1457,1256,42
353,1,12/11/2022,8617,2366,41
354,1,20/1/2022,7638,3196,51
355,1,19/7/2022,9459,1377,86
356,1,21/3/2022,9810,3563,97
357,2,4/5/2022,9677,1535,81
358,1,1/7/2022,7523,4887,88
359,1,18/8/2022,6085,4401,78
360,1,8/4/2022,5615,2329,21
361,1,16/12/2022,3981,1533,25
362,2,10/6/2022,6779,3591,44
363,2,,,,90
364,2,15/7/2022,1747,2080,56
365,1,10/3/2022,6446,4431,67
366,2,,,,93
367,2,26/5/2022,1742,3287,92
368,2,24/8/2022,7798,3833,79
369,2,30/12/2022,9206,2277,7
370,2,17/5/2022,6159,996,56
371,1,28/12/2022,2056,2603,21
372,2,12/12/2022,6284,2773,63
373,1,25/1/2022,5583,649,63
374,1,13/7/2022,2298,570,100
375,2,7/12/2022,4556,3056,21
376,1,14/9/2022,2260,1991,80
377,1,22/3/2022,9687,4158,31
378,1,3/4/2022,6668,1890,47
379,2,17/3/2022,1817,4442,60
380,1,7/4/2022,8833,4297,51
381,2,,,,5
382,2,11/11/2022,3943,3160,88
383,2,29/6/2022,5413,1328,49
384,2,30/10/2022,1403,3949,71
385,1,,,,77
386,2,20/5/2022,9732,4287,58
387,2,14/12/2022,8134,4915,23
388,1,4/10/2022,3814,2049,29
389,1,21/7/2022,7410,3528,71
390,1,5/10/2022,2953,1785,69
391,1,21/2/2022,1809,2873,79
392,1,15/12/2022,5381,3918,41
393,2,3/9/2022,3501,4333,51
394,1,,,,50
395,2,7/6/2022,4064,1369,55
396,2,28/7/2022,3024,1326,64
397,1,22/9/2022,6853,2642,47
398,2,11/3/2022,5727,1676,47
399,1,,,,37
400,1,16/11/2022,4648,1509,29
401,1,12/3/2022,5521,1032,15
402,1,,,,57
403,2,18/12/2022,7190,4227,63
404,2,31/3/2022,4657,2502,46
405,2,17/9/2022,3188,2376,99
406,1,5/3/2022,9599,4216,83
407,1,18/10/2022,7583,3374,64
408,1,29/7/2022,4045,1396,89
409,1,,,,94
410,2,,,,17
411,1,13/3/2022,8774,2621,45
412,2,2/8/2022,8778,3994,42
413,2,15/12/2022,9710,1370,69
414,1,11/1/2022,8663,592,84
415,2,1/7/2022,2709,3251,13
416,2,3/6/2022,9336,3679,38
417,1,25/8/2022,4334,1014,98
418,1,4/12/2022,6386,1829,97
419,1,21/12/2022,2937,1805,47
420,1,6/4/2022,9610,3990,58
421,1,15/9/2022,4485,1244,70
422,2,27/9/2022,3399,1204,70
423,1,24/10/2022,2894,2044,86
424,1,20/11/2022,1901,1383,17
425,2,3/9/2022,3809,4909,53
426,2,9/10/2022,8836,3256,89
427,2,22/8/2022,6272,1401,9
428,1,22/3/2022,8277,2902,69
429,2,8/6/2022,5667,4670,1
430,2,24/3/2022,3481,2201,53
431,1,15/3/2022,2528,906,100
432,2,2/7/2022,4163,3153,64
433,2,9/1/2022,1699,2569,100
434,1,25/2/2022,5999,4532,54
435,2,20/8/2022,8191,2847,99
436,1,6/9/2022,9961,889,77
437,1,27/1/2022,5341,793,29
438,2,29/7/2022,8556,2150,91
439,2,6/11/2022,5130,4253,91
440,2,4/2/2022,4065,700,42
441,2,28/10/2022,3911,4323,21
442,2,19/2/2022,7342,2808,70
443,1,11/9/2022,6253,4476,48
444,1,19/11/2022,3255,2231,47
445,2,1/6/2022,2051,2206,2
446,2,9/1/2022,2560,1240,53
447,1,26/7/2022,8061,3140,30
448,1,18/11/2022,4320,3807,83
449,2,17/11/2022,8113,4879,94
450,1,16/9/2022,8805,2719,85
451,2,5/12/2022,5145,2280,16
452,2,30/4/2022,8594,1545,4
453,1,6/4/2022,7227,1623,18
454,1,6/4/2022,2969,3923,76
455,2,7/2/2022,5648,876,79
456,1,23/3/2022,6654,2552,21
457,2,15/7/2022,1048,4041,13
458,2,6/2/2022,2444,1569,96
459,2,6/4/2022,5123,1668,34
460,2,28/10/2022,9321,4444,37
461,2,25/5/2022,5317,2824,64
462,2,18/2/2022,7845,2663,40
463,1,15/7/2022,3799,2211,48
464,2,31/5/2022,5607,4751,42
465,2,23/5/2022,1693,4093,52
466,2,29/8/2022,5208,2656,83
467,2,19/5/2022,4502,4121,48
468,2,15/9/2022,4697,1381,34
469,1,29/6/2022,6418,2459,42
470,2,18/4/2022,6333,1405,76
471,2,3/12/2022,7788,4160,82
472,1,5/10/2022,1249,608,38
473,2,24/5/2022,3717,1315,84
474,1,23/4/2022,2677,4836,24
475,1,26/7/2022,1407,3831,83
476,1,25/11/2022,1049,3424,71
477,2,14/3/2022,2806,1631,81
478,1,13/11/2022,4358,1168,53
479,2,24/10/2022,1216,4290,63
480,1,11/8/2022,9809,2349,99
481,2,25/6/2022,6828,1254,32
482,2,4/6/2022,1380,4490,8
483,1,27/11/2022,6229,4386,80
484,2,23/12/2022,3992,2500,3
485,2,18/9/2022,6561,2993,100
486,2,10/5/2022,8910,2266,18
487,1,6/11/2022,5316,2930,96
488,1,26/11/2022,3020,2071,9
489,1,18/11/2022,8357,3448,16
490,1,12/11/2022,5362,4933,34
491,1,31/5/2022,8745,4876,24
492,1,15/5/2022,6555,3629,78
493,1,9/10/2022,7273,1913,48
494,2,26/11/2022,4257,1664,73
495,1,31/5/2022,1588,968,36
496,1,1/1/2022,4243,3624,61
497,1,17/3/2022,3289,4034,21
498,1,13/6/2022,8239,4368,17
499,1,3/10/2022,8352,1809,100
500,2,19/5/2022,1171,2543,58
501,2,,,,47
502,2,17/9/2022,7713,2171,61
503,1,13/2/2022,6386,4949,72
504,2,4/4/2022,9949,1835,38
